1.00E+01	0	0	0
1.10E+01	0	0	0
1.20E+01	0	0	0
1.30E+01	0	0	0
1.40E+01	0	0	0
1.50E+01	0	0	0
1.60E+01	0	0	0
1.70E+01	0	0	0
1.80E+01	0	0	0
1.90E+01	0	0	0
2.00E+01	0	0	0
2.10E+01	0	0	0
2.20E+01	0	0	0.000563698
2.30E+01	0	0	0
2.40E+01	0	0	0.001691094
2.50E+01	0	0	0.000563698
2.60E+01	0	0	0.001691094
2.70E+01	0	0.001879699	0.007328072
2.80E+01	0	0.001879699	0.011273957
2.90E+01	0	0	0.013528749
3.00E+01	0	0.005639098	0.029312289
3.10E+01	0	0.015037594	0.029312289
3.20E+01	0	0.022556391	0.046223224
3.30E+01	0	0.016917293	0.056933484
3.40E+01	0	0.02443609	0.066516347
3.50E+01	0	0.018796992	0.070462232
3.60E+01	0	0.030075188	0.061443067
3.70E+01	0	0.054511278	0.073280722
3.80E+01	0	0.058270677	0.059188275
3.90E+01	0	0.046992481	0.066516347
4.00E+01	0	0.060150376	0.06313416
4.10E+01	0	0.07518797	0.059188275
4.20E+01	0	0.103383459	0.056369786
4.30E+01	0	0.080827068	0.044532131
4.40E+01	0	0.058270677	0.042277339
4.50E+01	0	0.077067669	0.032130778
4.60E+01	0	0.037593985	0.029875986
4.70E+01	0	0.046992481	0.024802706
4.80E+01	0	0.033834586	0.016347238
4.90E+01	0	0.035714286	0.007328072
5.00E+01	0	0.022556391	0.009582864
5.10E+01	0	0.020676692	0.009019166
5.20E+01	0	0.026315789	0.005073281
5.30E+01	0	0.007518797	0.002818489
5.40E+01	0	0.009398496	0.001691094
5.50E+01	0	0.001879699	0
5.60E+01	0	0.001879699	0
5.70E+01	0	0	0
5.80E+01	0	0.001879699	0
5.90E+01	0	0.001879699	0
6.00E+01	0	0	0
6.10E+01	0	0	0
6.20E+01	0	0	0
6.30E+01	0	0	0
6.40E+01	0	0	0
6.50E+01	0	0	0
