13	0	0	0	
14	0.000139	0	0	
15	0.000139	0	0	
16	0.001274	0	0	
17	0	0	0	
18	0	0	0	
19	0	0	0	
20	0.000113	0.002794	0.000052	
21	0.000702	0.010677	0.00135	
22	0	0.016713	0.000058	
23	0.005858	0.002794	0.002167	
24	0.000139	0.014415	0.007102	
25	0.00611	0.02397	0.007043	
26	0.017993	0.026915	0.010372	
27	0.055246	0.066679	0.011763	
28	0.039997	0.065308	0.037686	
29	0.123766	0.05575	0.053617	
30	0.091725	0.051343	0.05649	
31	0.108921	0.022925	0.079981	
32	0.114615	0.075503	0.168868	
33	0.055955	0.097744	0.140393	
34	0.082604	0.04234	0.096398	
35	0.037395	0.025567	0.069819	
36	0.030253	0.024024	0.054205	
37	0.03733	0.019154	0.036476	
38	0.029569	0.020643	0.038627	
39	0.034501	0.010195	0.034087	
40	0.016782	0.027351	0.023362	
41	0.020196	0.011066	0.011168	
42	0.021617	0.009363	0.010605	
43	0.021133	0.064328	0.007601	
44	0.011428	0.063042	0.011873	
45	0.006828	0.001743	0.005908	
46	0.005514	0.011549	0.006755	
47	0.008852	0.060701	0.006223	
48	0.001274	0	0.004045	
49	0	0.00234	0.001065	
50	0.011652	0	0.002147	
51	0.000366	0	0.001065	
52	0	0.056019	0.000032	
53	0	0.017029	0	
54	0	0	0	
55	0	0	0	
56	0	0	0.000258	
57	0	0	0	
58	0	0	0.001323	
59	0	0	0	
60	0	0	0	
61	0	0	0	
62	0	0	0	
63	0	0	0	
64	0	0	0	
65	0	0	0	
