13	0	0.000127	0	
14	0	0.005746	0	
15	0	0.000054	0.000749	
16	0	0.000055	0	
17	0	0.008777	0.000749	
18	0	0.031219	0	
19	0	0.066748	0.03713	
20	0	0.09912	0.019607	
21	0	0.134016	0.032538	
22	0	0.171118	0.03713	
23	0	0.150811	0.031495	
24	0	0.095677	0.031495	
25	0	0.053675	0.002084	
26	0	0.021733	0.003127	
27	0	0.023691	0.028368	
28	0	0.02037	0.017522	
29	0	0.032622	0.036087	
30	0	0.012892	0.020649	
31	0	0.007578	0.036087	
32	0	0.001326	0.039544	
33	0	0.001249	0.01176	
34	0	0.020365	0.06912	
35	0	0.014021	0.079089	
36	0	0.005869	0.051305	
37	0	0.008483	0.031312	
38	0	0.001325	0.065607	
39	0	0.001429	0.072119	
40	0	0.006237	0.068828	
41	0	0.000245	0.043128	
42	0	0.000534	0.023064	
43	0	0.000245	0.05189	
44	0	0.000245	0.012345	
45	0	0.000984	0.010261	
46	0	0	0.017522	
47	0	0.00086	0.009511	
48	0	0.000166	0	
49	0	0.000122	0.008761	
50	0	0	0	
51	0	0.000122	0	
52	0	0	0	
53	0	0.000122	0	
54	0	0	0	
55	0	0	0	
56	0	0	0	
57	0	0	0	
58	0	0	0	
59	0	0	0	
60	0	0	0	
61	0	0	0	
62	0	0	0	
63	0	0	0	
64	0	0	0	
65	0	0	0	
