13	0	0.002345	0.000169	
14	0	0.007485	0.000727	
15	0.000341	0.009009	0.001898	
16	0.000341	0.009582	0.009118	
17	0.001043	0.012652	0.010964	
18	0.000666	0.019617	0.011656	
19	0.002323	0.011541	0.000619	
20	0.001023	0.011238	0.002993	
21	0.000295	0.005929	0.003716	
22	0.000992	0.005272	0.004915	
23	0.001732	0.00548	0.005556	
24	0.008631	0.004122	0.011998	
25	0.00456	0.010364	0.009607	
26	0.004944	0.006674	0.014012	
27	0.011071	0.007352	0.004251	
28	0.009691	0.011471	0.012433	
29	0.00601	0.005057	0.011993	
30	0.007045	0.013593	0.01439	
31	0.02126	0.007323	0.020212	
32	0.040871	0.019828	0.03293	
33	0.039962	0.006295	0.044867	
34	0.060185	0.017649	0.037982	
35	0.057316	0.023718	0.075803	
36	0.106111	0.062973	0.062514	
37	0.142301	0.067363	0.077214	
38	0.092346	0.077408	0.077868	
39	0.092133	0.088989	0.077803	
40	0.08942	0.082037	0.061044	
41	0.063425	0.107529	0.070575	
42	0.081133	0.074242	0.053704	
43	0.011338	0.055296	0.063235	
44	0.020107	0.054912	0.025498	
45	0.007262	0.04291	0.052935	
46	0.007459	0.023396	0.017794	
47	0.002386	0.018592	0.002613	
48	0.003196	0.005038	0.003917	
49	0.001065	0.001679	0.004694	
50	0	0	0.000912	
51	0	0.001679	0.003917	
52	0	0	0.000925	
53	0	0	0	
54	0	0	0	
55	0	0	0	
56	0	0	0	
57	0	0	0	
58	0	0	0	
59	0	0	0	
60	0	0	0	
61	0	0	0	
62	0	0	0	
63	0	0	0	
64	0	0	0	
65	0	0	0	
